Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Complaint_Clean
365648,Billing issues with Comcast,,2025-06-25,14:50:58,Customer Care Call,East Chicago,Indiana,46312,Solved,Yes,billing issues with comcast
351497,Comcast Internet,,2025-06-19,11:42:57,Internet,East Liverpool,Ohio,43920,Solved,No,comcast internet
338674,Comcast outage - Bay Area,,2025-06-13,02:13:06,Internet,East Palo Alto,California,94303,Open,No,comcast outage bay area
315759,Comcast of East Windsor NJ Complaint,,2025-05-31,15:25:33,Internet,East Windsor,New Jersey,8520,Pending,No,comcast of east windsor nj complaint
296722,Terrible Comcast service,,2025-05-19,11:35:47,Customer Care Call,Eden Prairie,Minnesota,55347,Closed,No,terrible comcast service
315836,Complaint against Comcast for incredibly bad service,,2025-05-31,16:47:08,Customer Care Call,Edgewood,Washington,98372,Pending,No,complaint against comcast for incredibly bad service
291175,Data Caps,,2025-05-15,02:17:50,Customer Care Call,Edina,Minnesota,55424,Open,No,data caps
319694,Internet service speed,,2025-02-06,18:23:49,Customer Care Call,Edmonds,Washington,98020,Closed,Yes,internet service speed
364449,Comcast xfinity price gouging seniors,,2025-06-25,12:07:07,Customer Care Call,Egg Harbor City,New Jersey,8215,Solved,No,comcast xfinity price gouging seniors
275612,Misrepresentation of billing,,2025-06-05,11:18:43,Customer Care Call,El Cerrito,California,94530,Solved,No,misrepresentation of billing
281211,"Constant non response, or passing to other operator. Supervisers inability to resolve of help. Numerous lies told.",,2025-08-05,19:02:27,Customer Care Call,El Cerrito,California,94530,Closed,No,constant non response or passing to other operator supervisers inability to resolve of help numerous lies told
363708,Comcast chronic lies,,2025-06-24,23:51:56,Customer Care Call,El Cerrito,California,94530,Open,No,comcast chronic lies
365908,Comcast Internet Only Service,,2025-06-25,15:31:17,Internet,El Cerrito,California,94530,Open,No,comcast internet only service
222882,Comcast broke 36 month contract by increasing bill...,,2025-07-04,20:06:42,Customer Care Call,El Dorado Hills,California,95762,Closed,No,comcast broke 36 month contract by increasing bill
367435,unfair billing practices,,2025-06-26,08:25:31,Internet,Eldersburg,Maryland,21784,Solved,Yes,unfair billing practices
354805,Installation Charges,,2025-06-21,18:08:54,Customer Care Call,Elgin,Illinois,60124,Solved,Yes,installation charges
360640,Comcast Over Charging Bundle PKG,,2025-06-24,00:35:19,Customer Care Call,Elgin,Illinois,60123,Open,No,comcast over charging bundle pkg
312797,Comcast/Xfinity Data Allowance,,2025-05-28,23:52:24,Internet,Elizabethtown,Kentucky,42701,Pending,No,comcastxfinity data allowance
363674,pricing,,2025-06-24,23:31:50,Internet,Elkhart,Indiana,46516,Open,No,pricing
363879,60 days to close my account,,2025-06-25,08:16:34,Internet,Elkhart,Indiana,46516,Solved,No,60 days to close my account
240793,Fraudulent billing by Comcast.,,2025-04-17,08:28:01,Internet,Elkins Park,Pennsylvania,19027,Closed,Yes,fraudulent billing by comcast
361453,Comcast Failed to Switch our Systems to New Location and Shut Down the Current Location,,2025-06-24,11:36:18,Internet,Ellicott City,Maryland,21043,Solved,No,comcast failed to switch our systems to new location and shut down the current location
256173,Comcast slamming issue,,2025-04-24,18:11:23,Internet,Elmhurst,Illinois,60126,Closed,No,comcast slamming issue
290961,Please stop Broadband bandwidth caps,,2025-05-14,19:47:10,Customer Care Call,Emeryville,California,94662,Closed,No,please stop broadband bandwidth caps
363786,comcast internet in emeryville throttles speed,,2025-06-25,02:32:11,Internet,Emeryville,California,94608,Pending,No,comcast internet in emeryville throttles speed
359991,Pricing Concerns,,2025-06-23,19:59:41,Internet,Encino,California,95051,Open,No,pricing concerns
370823,"95 Palmer Road, Enfield NH Internet Pricing",,2025-06-28,11:36:24,Customer Care Call,Enfield,New Hampshire,3748,Open,Yes,95 palmer road enfield nh internet pricing
359462,"Overpriced, low quality service",,2025-06-23,17:18:05,Internet,Englewood,Colorado,80113,Solved,No,overpriced low quality service
249470,Bundled Service,,2025-04-22,08:57:24,Internet,Englewood,Florida,34224,Closed,No,bundled service
243193,Comcast customer service and billing complaint,,2025-04-18,16:26:50,Customer Care Call,Enola,Pennsylvania,17025,Closed,No,comcast customer service and billing complaint
266179,Comcast Throttling,,2025-04-30,12:07:11,Internet,Eugene,Oregon,97405,Closed,No,comcast throttling
286301,"lack of service, Service call complaint",,2025-12-05,17:04:42,Customer Care Call,Eugene,Oregon,97404,Solved,Yes,lack of service service call complaint
286302,"lack of service, Service call complaint",,2025-12-05,17:04:45,Customer Care Call,Eugene,Oregon,97404,Closed,Yes,lack of service service call complaint
291730,Comcast fradulent Marketing and billing for internet,,2025-05-15,12:48:33,Customer Care Call,Eugene,Oregon,97402,Solved,No,comcast fradulent marketing and billing for internet
304483,Unreliable service for the past three years,,2025-05-23,04:31:57,Customer Care Call,Eugene,Oregon,97401,Solved,No,unreliable service for the past three years
358336,Comcast has doubled my internet fee without warning,,2025-06-23,13:27:29,Internet,Eugene,Oregon,97401,Solved,No,comcast has doubled my internet fee without warning
363716,Frequent disconnects,,2025-06-24,23:59:03,Customer Care Call,Eugene,Oregon,97401,Solved,No,frequent disconnects
364369,BILLING ISSUE,,2025-06-25,11:48:15,Internet,Eustis,Florida,32726,Solved,No,billing issue
360826,Comcast Unfair Billing Practices,,2025-06-24,04:17:46,Customer Care Call,Evans,Colorado,80620,Solved,Yes,comcast unfair billing practices
315602,Comcast deceptive selling billing lack of service - SECOND And EXPANDED COMPLAINT,,2025-05-31,10:40:45,Internet,Evans,Georgia,30809,Closed,No,comcast deceptive selling billing lack of service second and expanded complaint
342613,Comcast complaint about internet speed,,2025-06-16,09:07:25,Customer Care Call,Evans,Georgia,30809,Solved,No,comcast complaint about internet speed
350740,Comcast Billing Issues,,2025-06-18,21:37:12,Internet,Evans,Georgia,30809,Solved,No,comcast billing issues
319816,Comcast (Chicago IL),,2025-02-06,19:09:11,Internet,Evanston,Illinois,60202,Solved,No,comcast chicago il
346686,No Internet for last 6 days and Comcast is not doing anything,,2025-06-17,17:21:56,Customer Care Call,Everett,Massachusetts,2149,Closed,No,no internet for last 6 days and comcast is not doing anything
358340,Comcast Price Gouging,,2025-06-23,13:28:17,Internet,Everett,Washington,98201,Open,No,comcast price gouging
364765,Unable to renew IP address,,2025-06-25,12:43:14,Customer Care Call,Everett,Washington,98201,Solved,No,unable to renew ip address
266217,Comcast,,2025-04-30,12:17:37,Customer Care Call,Export,Pennsylvania,15632,Closed,No,comcast
361326,COMCAST,,2025-06-24,10:56:18,Customer Care Call,Fairburn,Georgia,30213,Closed,No,comcast
375039,Comcast Issues,,2025-06-30,14:53:39,Customer Care Call,Fairfield,California,94533,Pending,No,comcast issues
281647,Comcast will not service our home,,2025-09-05,11:22:22,Customer Care Call,Fall City,Washington,98024,Solved,No,comcast will not service our home
229552,Comcast/xfinity,,2025-10-04,17:07:15,Customer Care Call,Fall River,Massachusetts,2723,Closed,No,comcastxfinity
280454,Comcast Billing and Service Issues,,2025-08-05,14:22:57,Customer Care Call,Falling Waters,West Virginia,25419,Closed,No,comcast billing and service issues
244215,Poor service,,2025-04-20,10:14:44,Customer Care Call,Falmouth,Massachusetts,2536,Open,No,poor service
342774,Data cap,,2025-06-16,10:29:45,Customer Care Call,Fayettevile,Georgia,39214,Open,No,data cap
317954,Comcast,,2025-01-06,21:46:23,Customer Care Call,Fayetteville,Georgia,30214,Closed,No,comcast
334864,internet billing,,2025-11-06,13:38:51,Internet,Feasterville,Pennsylvania,19053,Solved,No,internet billing
214213,Comcast fluctuating prices,,2025-02-04,13:05:16,Customer Care Call,Federal Way,Washington,98003,Closed,No,comcast fluctuating prices
356818,Recurring Comcast service issues and long waits for non-service,,2025-06-22,18:10:03,Internet,Federal Way,Washington,98093,Solved,No,recurring comcast service issues and long waits for nonservice
359812,Multiple billing an dcompetative issues.,,2025-06-23,19:02:38,Internet,Federal Way,Washington,98023,Pending,No,multiple billing an dcompetative issues
239964,Comcast fraudualent billing,,2025-04-16,16:40:11,Customer Care Call,Ferndale,Michigan,48220,Closed,No,comcast fraudualent billing
313367,Comcast Service,,2025-05-29,12:41:28,Internet,Flemington,New Jersey,8822,Solved,No,comcast service
225770,Re: Internet Too Expensive,,2025-09-04,09:33:37,Customer Care Call,Flint,Michigan,48505,Closed,No,re internet too expensive
333020,Charged for Services not provided,,2025-10-06,15:19:40,Internet,Flint,Michigan,48502,Solved,No,charged for services not provided
350675,paying for WiFi and its not working,,2025-06-18,21:04:04,Customer Care Call,Flint,Michigan,48503,Solved,No,paying for wifi and its not working
360281,ISP Data Cap,,2025-06-23,22:05:49,Internet,Florence,Alabama,35630,Pending,No,isp data cap
333174,Internet Connection and Speed Issues,,2025-10-06,16:06:07,Internet,Forest Grove,Oregon,97116,Solved,No,internet connection and speed issues
245155,Comcast internet,,2025-04-20,15:30:29,Customer Care Call,Forked River,New Jersey,8731,Closed,No,comcast internet
314727,Comcast Will Not Provide Online Content Without Cable Box,,2025-05-30,05:12:31,Internet,Fort Belvoir,Virginia,22060,Pending,No,comcast will not provide online content without cable box
356202,Internet cap,,2025-06-22,15:07:00,Customer Care Call,Fort Campbell,Kentucky,42223,Solved,No,internet cap
358138,Lack of reasonable infrastructure close to town,,2025-06-23,12:37:18,Internet,Fort Collins,Colorado,80521,Closed,Yes,lack of reasonable infrastructure close to town
360818,Comcast Throttling Speeds,,2025-06-24,04:10:31,Internet,Fort Collins,Colorado,80525,Pending,Yes,comcast throttling speeds
363811,comcast,,2025-06-25,04:31:43,Internet,Fort Collins,Colorado,80521,Solved,No,comcast
369588,Comcast Throttling My Internet,,2025-06-27,01:39:57,Customer Care Call,Fort Collins,Colorado,80524,Pending,Yes,comcast throttling my internet
231927,Un able to access my email address after relocae to a new address,,2025-04-13,11:46:10,Customer Care Call,Fort Lauderdale,Florida,33308,Closed,No,un able to access my email address after relocae to a new address
242888,Internet speed issues with Comcast and picture freezing issues when watching TV,,2025-04-18,12:32:19,Customer Care Call,Fort Lauderdale,Florida,33319,Closed,No,internet speed issues with comcast and picture freezing issues when watching tv
366894,Systemic failures with Comcast,,2025-06-25,19:32:10,Internet,Fort Lauderdale,Florida,33312,Solved,No,systemic failures with comcast
265094,Comcast/Xfinity,,2025-04-29,18:19:01,Customer Care Call,Fort Lee,Virginia,23801,Closed,No,comcastxfinity
232276,Comcast internet and lack of communication and response,,2025-04-13,13:40:31,Internet,Fort Myers,Florida,33919,Closed,No,comcast internet and lack of communication and response
238647,billing issues,,2025-04-16,09:43:28,Internet,Fort Myers,Florida,33916,Closed,No,billing issues
320644,Comcast knowingly over billed,,2025-03-06,11:38:03,Internet,Fort Myers,Florida,33908,Closed,Yes,comcast knowingly over billed
336872,Horrible/Unacceptable Service of Comcast,,2025-12-06,12:45:46,Internet,Fort Myers,Florida,33907,Solved,No,horribleunacceptable service of comcast
340024,Comcast overcharge,,2025-06-14,16:01:56,Customer Care Call,Fort Myers Beach,Florida,33931,Open,No,comcast overcharge
252542,Deceptive Trade,,2025-04-23,13:42:46,Internet,Fort Pierce,Florida,34982,Closed,No,deceptive trade
263410,Comcast Demanding payment after cancellation,,2025-04-29,09:48:22,Customer Care Call,Fort Washington,Maryland,20744,Closed,No,comcast demanding payment after cancellation
282159,No internet,,2025-09-05,19:18:04,Internet,Fort Washington,Maryland,20744,Solved,No,no internet
376020,Xfinity promise to pay me $300 to join,,2025-06-30,19:48:57,Internet,Fountain,Colorado,80817,Pending,No,xfinity promise to pay me 300 to join
270026,Comcast issues,,2025-02-05,13:16:53,Customer Care Call,Franklin,Indiana,46131,Solved,No,comcast issues
213506,Internet Provider Data Thresholds,,2025-02-04,08:09:54,Internet,Franklin,Tennessee,37064,Closed,No,internet provider data thresholds
212507,Comcast Cable,,2025-01-04,15:54:43,Internet,Franklin,Tennessee,37067,Closed,No,comcast cable
283115,Comcast Data Cap,,2025-11-05,11:03:58,Customer Care Call,Franklin,Tennessee,37067,Solved,No,comcast data cap
288851,Comcast Data Caps,,2025-05-13,20:45:21,Internet,Franklin,Tennessee,37064,Open,No,comcast data caps
305720,Comcast,,2025-05-25,11:09:23,Customer Care Call,Franklin,Tennessee,37067,Pending,No,comcast
331090,Comcast data cap,,2025-09-06,16:57:42,Internet,Franklin,Tennessee,37064,Solved,No,comcast data cap
350160,Routine Outages / Speeds never as promised,,2025-06-18,17:28:13,Internet,Franklin,Tennessee,37069,Open,No,routine outages speeds never as promised
371119,Comcast business keeps moving my same-day trouble appointment to the next day,,2025-06-28,16:48:51,Internet,Franklin,Tennessee,37069,Open,No,comcast business keeps moving my sameday trouble appointment to the next day
350504,Comcast cable company,,2025-06-18,19:58:26,Customer Care Call,Fraser,Michigan,48026,Solved,No,comcast cable company
345034,Comcast billing,,2025-06-17,10:39:26,Customer Care Call,Frederick,Colorado,80516,Solved,Yes,comcast billing
290238,Lack of HBO Go Availability on Sony Devices with Xfinity Subscription,,2025-05-14,15:21:17,Internet,Frederick,Maryland,21701,Pending,No,lack of hbo go availability on sony devices with xfinity subscription
362788,Overcharged $30 per month for 10 months straight,,2025-06-24,16:48:55,Internet,Frederick,Maryland,21702,Solved,No,overcharged 30 per month for 10 months straight
362507,Raising my Rate,,2025-06-24,15:53:22,Customer Care Call,Fredericksburg,Virginia,22407,Solved,No,raising my rate
361633,Unfair Comcast Billing,,2025-06-24,12:21:50,Internet,Freeport,Illinois,61032,Open,No,unfair comcast billing
305399,Comcast fradulently gets contract signed by my wife,,2025-05-24,17:15:10,Customer Care Call,Fremont,California,94555,Open,Yes,comcast fradulently gets contract signed by my wife
358861,Comcast charging me unrelated charges,,2025-06-23,15:11:02,Internet,Fremont,California,94538,Open,No,comcast charging me unrelated charges
358898,Ridiculous Charges,,2025-06-23,15:18:26,Customer Care Call,Fremont,California,94536,Solved,No,ridiculous charges
240650,complaint against Comcast,,2025-04-16,22:11:30,Internet,Fresh Meadows,New York,11366,Closed,No,complaint against comcast
307364,Arbitrary Price Increase,,2025-05-26,14:03:20,Internet,Fresno,California,93722,Solved,No,arbitrary price increase
349751,Comcast Billing Complaint,,2025-06-18,15:56:11,Internet,Fresno,California,93703,Solved,Yes,comcast billing complaint
358360,Internet speed deteriation,,2025-06-23,13:32:14,Internet,Fresno,California,93704,Solved,No,internet speed deteriation
371463,Internet Speed on Wireless Connection,,2025-06-29,04:37:17,Internet,Fresno,California,93730,Solved,Yes,internet speed on wireless connection
342375,internet,,2025-06-15,21:10:14,Customer Care Call,Front Royal,Virginia,22630,Solved,No,internet
255922,intermittent internet,,2025-04-24,16:34:42,Internet,Fruitland Park,Florida,34731,Closed,No,intermittent internet
366192,Deceptive trade,,2025-06-25,16:12:23,Internet,Ft Pierce,Florida,34982,Solved,No,deceptive trade
298980,Improper Billing and non resolution of issues,,2025-05-20,12:46:31,Customer Care Call,Ft. Lauderdale,Florida,33304,Open,No,improper billing and non resolution of issues
229103,Lost emails/billing,,2025-10-04,14:53:15,Customer Care Call,Ftlauderdale,Florida,33308,Closed,No,lost emailsbilling
329036,"Comcast/Xfinity Poor Service, Fraudulent Billing and Collection",,2025-08-06,17:01:58,Internet,Fulton,Maryland,20759,Open,No,comcastxfinity poor service fraudulent billing and collection
338283,monthly data caps,,2025-12-06,19:31:37,Customer Care Call,Gadsden,Alabama,35901,Solved,No,monthly data caps
373954,Comcast Data Charges,,2025-06-30,07:29:08,Internet,Gadsden,Alabama,35904,Pending,No,comcast data charges
231821,Inability to get access to internet through Comcast or AT&T,,2025-04-13,11:10:02,Customer Care Call,Gainesville,Georgia,30506,Closed,Yes,inability to get access to internet through comcast or att
345472,paying for an upgrade that never took place,,2025-06-17,12:43:04,Internet,Gaithersburg,Maryland,20882,Closed,No,paying for an upgrade that never took place
359714,"Bill issues, Internet and disability comcast prices",,2025-06-23,18:26:49,Customer Care Call,Gaithersburg,Maryland,20878,Open,No,bill issues internet and disability comcast prices
338412,Not receiving advertised speed,,2025-12-06,20:43:21,Internet,Galesburg,Michigan,49053,Closed,Yes,not receiving advertised speed
360388,Xfinity Internet Speed,,2025-06-23,22:39:59,Customer Care Call,Galesburg,Michigan,49053,Open,No,xfinity internet speed
234204,Comcast Billing,,2025-04-14,11:27:59,Internet,Gallatin,Tennessee,37066,Closed,No,comcast billing
257446,Nightly service interruption,,2025-04-25,22:29:56,Customer Care Call,Gallatin,Tennessee,37066,Closed,No,nightly service interruption
339095,Netflix is slow,,2025-06-13,14:01:24,Internet,Galveston,Texas,77550,Solved,No,netflix is slow
282011,comcast wont service my address,,2025-09-05,15:47:52,Customer Care Call,Gary,Indiana,46404,Solved,No,comcast wont service my address
342665,cannot access my email or service at all,,2025-06-16,09:51:17,Customer Care Call,Gathersburg,Maryland,20877,Open,No,cannot access my email or service at all
266403,Xfinity/comcast Service,,2025-04-30,13:13:47,Customer Care Call,Germantown,Maryland,20876,Closed,No,xfinitycomcast service
215802,Unclear policies,,2025-03-04,09:22:46,Internet,Germantown,Tennessee,38138,Open,No,unclear policies
331611,300GB/month Data Cap,,2025-09-06,20:23:16,Customer Care Call,Germantown,Tennessee,38139,Open,No,300gbmonth data cap
231199,Comcast/Xfinity- Paying for High speed service,,2025-12-04,13:01:30,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No,comcastxfinity paying for high speed service
231200,Comcast/Xfinity- Paying for High speed service,,2025-12-04,13:01:34,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No,comcastxfinity paying for high speed service
363615,Overage Charges,,2025-06-24,22:28:37,Customer Care Call,Glencoe,Alabama,35905,Pending,No,overage charges
297322,Comcast Internet and cable deals,,2025-05-19,15:05:53,Internet,Glendale Heights,Illinois,60139,Solved,No,comcast internet and cable deals
306807,Comcast bundle billing,,2025-05-26,11:30:09,Internet,Glendale Heights,Illinois,60139,Open,Yes,comcast bundle billing
360143,Comcast Internet Speed/Quality of Service and price,,2025-06-23,20:52:54,Customer Care Call,Glenview,Illinois,60025,Solved,Yes,comcast internet speedquality of service and price
360714,Internet bundled with TV,,2025-06-24,01:29:54,Internet,Gold Bar,Washington,98251,Solved,No,internet bundled with tv
215337,Consistent speed/connectivity with internet,,2025-02-04,19:48:39,Customer Care Call,Gold River,California,95670,Closed,No,consistent speedconnectivity with internet
213355,Comcast is ignoring me now. They are making NO attempt to correct problems,,2025-01-04,22:56:15,Internet,Golden,Colorado,80401,Closed,No,comcast is ignoring me now they are making no attempt to correct problems
367340,Data Caps,,2025-06-26,02:37:30,Internet,Goodlettsville,Tennessee,37072,Pending,No,data caps
340148,n/a (b) (6),,2025-06-14,19:26:28,Internet,Goose Creek,South Carolina,29445,Solved,No,na b 6
363920,Unfair billing practices,,2025-06-25,08:45:19,Customer Care Call,Goose Creek,South Carolina,29445,Solved,No,unfair billing practices
362557,Comcast Bundle price,,2025-06-24,16:00:49,Internet,Grand Blanc,Michigan,48439,Solved,No,comcast bundle price
228419,Wrongful billing - repeated since December 2013,,2025-10-04,11:34:55,Customer Care Call,Grand Rapids,Michigan,49546,Closed,No,wrongful billing repeated since december 2013
239170,Comcast has charged me invalid fee's and wont re-imburse me for them.,,2025-04-16,12:56:49,Internet,Grand Rapids,Michigan,49506,Closed,No,comcast has charged me invalid fees and wont reimburse me for them
223708,Comcast/Xfinity service,,2025-08-04,11:48:30,Customer Care Call,Grand Rapids,Michigan,49504,Closed,No,comcastxfinity service
253012,Comcast Bundled,,2025-04-23,15:46:08,Customer Care Call,Grand Rapids,Michigan,49507,Closed,Yes,comcast bundled
341988,somewhat threatening phone calls,,2025-06-15,17:54:51,Customer Care Call,Grand Rapids,Michigan,49534,Closed,No,somewhat threatening phone calls
339908,Data Cap overages,,2025-06-14,13:09:16,Internet,Grayson,Georgia,30017,Open,No,data cap overages
266456,INTERNET VIRUS POP UP SCAM CLAIMING TO BE WITH COMCAST,,2025-04-30,13:27:48,Customer Care Call,Green Cove Springs,Florida,32043,Closed,No,internet virus pop up scam claiming to be with comcast
252504,Intermittent internet connection,,2025-04-23,13:33:41,Internet,Greenacres,Florida,33463,Closed,No,intermittent internet connection
333437,Raised my bill and told me to lower it back to what it was i would have to make a 24 month agreement,,2025-10-06,17:24:08,Customer Care Call,Greenfield,Indiana,46140,Solved,No,raised my bill and told me to lower it back to what it was i would have to make a 24 month agreement
295997,Comcast,,2025-05-18,20:00:03,Internet,Greensburg,Pennsylvania,15601,Solved,No,comcast
225315,Comcast Internet,,2025-08-04,19:55:18,Customer Care Call,Greentown,Indiana,46936,Closed,No,comcast internet
343555,Comcast,,2025-06-16,14:44:41,Customer Care Call,Greentown,Indiana,46936,Solved,No,comcast
224687,Issues with Comcast Customer Service due to loss of Internet,,2025-08-04,16:09:57,Customer Care Call,Greenwood Village,Colorado,80111,Closed,No,issues with comcast customer service due to loss of internet
360665,Speeds being throttled.,,2025-06-24,00:47:19,Internet,Gresham,Oregon,97030,Open,No,speeds being throttled
266833,internet essentials for low income families,,2025-04-30,15:24:35,Customer Care Call,Griffin,Georgia,30223,Closed,No,internet essentials for low income families
348580,Hearsts Magazine contest scam,,2025-06-18,12:23:50,Internet,Griffith,Indiana,46319,Closed,No,hearsts magazine contest scam
226766,Comcast,,2025-09-04,14:36:14,Customer Care Call,Grosse Ile,Michigan,48138,Closed,No,comcast
364523,Comcast,,2025-06-25,12:16:43,Internet,Grosse Pointe,Michigan,48230,Solved,No,comcast
372910,Comcast Internet Service,,2025-06-29,16:24:21,Customer Care Call,Grosse Pointe,Michigan,48230,Open,No,comcast internet service
360578,Comcast Bundles,,2025-06-23,23:58:01,Internet,Grosse Pointe Farms,Michigan,48236,Solved,No,comcast bundles
274464,Comcast Fraud?,,2025-05-05,16:33:13,Internet,Grosse Pointe Park,Michigan,48230,Closed,No,comcast fraud
230174,Comcast surprise increase in charges,,2025-10-04,23:05:54,Customer Care Call,Grovetown,Georgia,30813,Closed,No,comcast surprise increase in charges
231207,Internet Problems,,2025-12-04,13:13:28,Customer Care Call,Gurnee,Illinois,60031,Closed,No,internet problems
241373,Comcast Rrefund Owing to Us since 3/12/2015,,2025-04-17,13:03:34,Internet,Half Moon Bay,California,94019,Closed,No,comcast rrefund owing to us since 3122015
246111,Still Overcharged,,2025-04-20,21:38:53,Internet,Half Moon Bay,California,94019,Closed,No,still overcharged
330473,Charged for speeds they can not provide,,2025-09-06,13:45:08,Internet,Hallandale Beach,Florida,33009,Open,No,charged for speeds they can not provide
281318,Comcast deception,,2025-08-05,20:16:21,Internet,Hammonton,New Jersey,8037,Open,No,comcast deception
356497,COMCAST - Slow Down Imternet Speed,,2025-06-22,16:36:57,Customer Care Call,Hampton,Georgia,30228,Solved,No,comcast slow down imternet speed
360621,Data Caps,,2025-06-24,00:22:34,Internet,Hampton Cove,Alabama,35763,Pending,No,data caps
253565,Comcast billing complaint,,2025-04-23,17:28:29,Internet,Hampton Falls,New Hampshire,3844,Closed,Yes,comcast billing complaint
360582,Frequent interruptions,,2025-06-23,23:59:51,Internet,Hamtramck,Michigan,48212,Solved,No,frequent interruptions
224890,Comcast Overbilling,,2025-08-04,17:06:25,Customer Care Call,Hanover,Pennsylvania,17331,Closed,No,comcast overbilling
339928,Throttling by Comcast/Xfinity,,2025-06-14,13:38:06,Customer Care Call,Hanover,Pennsylvania,17331,Open,No,throttling by comcastxfinity
342068,no internet last 4 days even after more than 10 calls and spending 10 hours with comcast on phone,,2025-06-15,18:20:53,Customer Care Call,Hanover Park,Illinois,60133,Solved,No,no internet last 4 days even after more than 10 calls and spending 10 hours with comcast on phone
259223,Comcast slamming/overcharge/,,2025-04-27,14:33:32,Internet,Happy Valley,Oregon,97086,Closed,Yes,comcast slammingovercharge
360344,Speeds received are not as advertised,,2025-06-23,22:20:38,Customer Care Call,Happy Valley,Oregon,97086,Open,No,speeds received are not as advertised
363273,Comcast throttling speeds,,2025-06-24,19:27:52,Customer Care Call,Happy Valley,Oregon,97086,Closed,No,comcast throttling speeds
359049,Comcast Billing,,2025-06-23,15:46:45,Internet,Harleysville,Pennsylvania,19438,Solved,No,comcast billing
347018,Fraudulent Billing by ComCast,,2025-06-17,18:53:41,Customer Care Call,Harrisburg,Pennsylvania,17101,Open,No,fraudulent billing by comcast
361639,Comcast Throttling,,2025-06-24,12:22:23,Customer Care Call,Hartford,Michigan,49057,Open,No,comcast throttling
293326,Throttle of my Internet access speeds by Comcast,,2025-05-16,13:34:04,Internet,Hatboro,Pennsylvania,19040,Solved,No,throttle of my internet access speeds by comcast
356538,Comcast Overcharge for Internet Service for over One Year,,2025-06-22,16:43:57,Customer Care Call,Hatfield,Pennsylvania,19440,Solved,Yes,comcast overcharge for internet service for over one year
375750,"Not receiving refund of service from Comcast, for over 90 days",,2025-06-30,17:57:02,Internet,Hatfield,Pennsylvania,19440,Open,No,not receiving refund of service from comcast for over 90 days
238291,Unfair and Deceptive Trade Practices,,2025-04-15,21:27:39,Internet,Hattiesburg,Mississippi,39402,Closed,No,unfair and deceptive trade practices
248207,Comcast Bill Internet Usage,,2025-04-21,15:22:13,Internet,Hattiesburg,Mississippi,39402,Closed,Yes,comcast bill internet usage
286995,Comcast Data Cap,,2025-05-13,03:04:28,Customer Care Call,Hattiesburg,Mississippi,39402,Open,No,comcast data cap
308968,Over Billing Issues,,2025-05-27,11:25:53,Customer Care Call,Hattiesburg,Mississippi,39402,Solved,No,over billing issues
360298,Comcast Billing Practices,,2025-06-23,22:10:39,Customer Care Call,Haverhill,Florida,33417,Pending,No,comcast billing practices
361840,high payment,,2025-06-24,13:08:24,Internet,Havre De Grace,Maryland,21078,Solved,No,high payment
361112,Comcast Support,,2025-06-24,10:02:10,Customer Care Call,Hayward,California,94542,Solved,No,comcast support
370392,Comcast Internet/Cable contacted them over the phone and chat,,2025-06-27,18:45:28,Internet,Hayward,California,94544,Solved,No,comcast internetcable contacted them over the phone and chat
294686,Comcast Usage Data Plan,,2025-05-18,11:54:20,Internet,Hendersonville,Tennessee,37075,Solved,No,comcast usage data plan
373658,Comcast Data Usage Cap/Limit,,2025-06-29,20:48:35,Customer Care Call,Hendersonville,Tennessee,37075,Pending,No,comcast data usage caplimit
235196,Cable,,2025-04-14,15:43:01,Customer Care Call,Henrico,Virginia,23231,Closed,No,cable
342417,Charges,,2025-06-15,22:10:20,Customer Care Call,Hermitage,Tennessee,37076,Open,No,charges
340359,Comcast data caps,,2025-06-15,03:26:03,Customer Care Call,Hermitage,Tennessee,37076,Solved,No,comcast data caps
342685,Comcast Data Usage Cap,,2025-06-16,09:57:49,Internet,Hermitage,Tennessee,37076,Solved,No,comcast data usage cap
306165,comcast keeps charging for me for over the limit internet - when says we have unlimited,,2025-05-25,19:51:25,Internet,Hernando,Mississippi,38632,Solved,No,comcast keeps charging for me for over the limit internet when says we have unlimited
371221,Data overage charges,,2025-06-28,19:07:28,Customer Care Call,Hernando,Mississippi,38632,Open,No,data overage charges
225777,No Internet,,2025-09-04,09:40:11,Customer Care Call,Hialeah,Florida,33012,Closed,No,no internet
225684,Continues services interruptions causing losses to my business,,2025-09-04,07:17:23,Customer Care Call,Hialeah,Florida,33013,Closed,No,continues services interruptions causing losses to my business
298804,Comcast blocking services,,2025-05-20,11:27:12,Internet,Hialeah,Florida,33012,Solved,No,comcast blocking services
228155,Fake charges,,2025-10-04,09:53:24,Internet,Hialeah Gardens,Florida,33018,Closed,No,fake charges
249245,Billing Issues/Service Issues,,2025-04-21,22:56:32,Internet,Highlands Ranch,Colorado,80130,Closed,No,billing issuesservice issues
359219,Comcast Charging Fee without warning,,2025-06-23,16:21:41,Internet,Hillsboro,Oregon,97124,Solved,No,comcast charging fee without warning
321631,Comcast service levels,,2025-03-06,16:22:04,Internet,Hillsborough,California,94010,Open,No,comcast service levels
357880,One Sided Contracts,,2025-06-23,11:43:14,Internet,Hillsborough,New Jersey,8844,Solved,No,one sided contracts
